8c, 260, 0, 0, 0
4, 458, 0, 679b97d988, 0
1e, ffffffffffffffff, b7fb47f7f0, b7fb47f7f8, 4000
5, 0, 0, 0, 7fff25ec4000
12b3, 10001, 866f670, 866f8c8, 11e67460
16, 2c60, 7, 866f198, 4
129, 866f1f0, 1, 866f250, 0
5, 866f830, 18, 0, 7fff255ce1aa
40, 866f4f8, 100002, 866f4a0, 866f501
1d3, c, 0, 0, f0f710
24, fffffffffffffffe, 4, 1, 866e988
d, fffffffffffffffe, 5, b7fbafe0e0, 8
d, fffffffffffffffe, 5, b7fbafe108, 8
24, fffffffffffffffe, 4, 1, 2a6e75b1fc8
1e, ffffffffffffffff, c1b747f2b0, c1b747f2b8, 4000
1e3, 20, 24580ac9050, 10, 47fd2ff7e8
f, 1744, 1, 196d49d07e0, 0
129, 25f9b7f108, 2000000, 25f9b7f148, 0
16, 1744, 7, 25f9b7eee8, 4
129, 25f9b7ef40, 20119, 25f9b7efa0, 0
1de, 25fac7f1e0, 25fac7f310, 220, 0
17c, 20, 1, 0, ffff0000
154, 10c4, 2a, 25fac7ef50, 48
154, 10c4, 13, 25fac7efa0, 1c0
129, 25fac7f198, 2000000, 25fac7f1d8, 0
16, 1780, 7, 25fac7ef78, 4
129, 25fac7efd0, 1, 25fac7f030, 0
f, 1780, 1, 25fac7eff0, 5c
154, 10c4, 3, 25fac7f130, 10
129, e2ce0fda18, 2000000, e2ce0fda58, 0
16, 744, 7, e2ce0fd7f8, 4
129, e2ce0fd850, 20019, e2ce0fd8b0, 0
f, 744, 0, 0, 0
f, 738, 1, 26ddca307e0, 0
3d, e2ce0fd818, e2ce0fd848, 6, 0
26, 25fac7f248, 1400, 25fac7f268, 25fac7f258
4f, 1780, 10c4, 3, 196d5cef2c0
19, 1780, 7, 25fac7f238, 8
f, 1780, 0, 2, 1e
1a7, 16dc, 5, 25f9b7ef28, 4
f, 1744, 0, 0, 0
16, 16dc, 7, 25f9b7eee8, 4
129, 25f9b7ef40, 20119, 25f9b7efa0, 0
17, 1744, 25f9b7f278, 2, 25f9b7efa0
16, 16dc, 7, 25f9b7ebf8, 4
129, 25f9b7ec50, 20119, 25f9b7ecb0, 0
32, 550, 0, 0, 25f9b7ed40
f, 550, 1, 196d49d07e0, 0
16, 16dc, 7, 25f9b7ebb8, 4
129, 25f9b7ec10, 20119, 25f9b7ec70, 0
17, 550, 25f9b7f1a8, 2, 25f9b7eed0
f, 550, 1, 196d49d07e0, 0
f, 1744, 1, 196d49d07e0, 0
f, 16dc, 1, 196d49d07e0, 0
8c, 6dc, 20000, 196d5fc7a70, 196d5cb9608
154, 10c4, 2a, 25fac7eff0, 48
154, 10c4, 13, 25fac7f040, 1c0
154, 10c4, 3, 25fac7f130, 10
3d, e2ce0fd1c0, e2ce0fd1f0, 6, 0
55, e2ce0fd3e0, a0100080, e2ce0fd420, e2ce0fd3e8
4a, e2ce0fd5b8, 5, 0, 0
28, 744, ffffffffffffffff, e2ce0fd5a0, 0
f, 744, 0, 7bc40698, e2ce0fd568
f, 738, 0, e2ce0fd548, 0
23, ffffffffffffffff, 26ddf600000, 3, e2ce0fd328
5b, 2, e8a8efe2b0, 1, 0
100d, 12053a, 400, babe, 13dedc30f50
5, 0, 0, 0, 7fff25ec4000
1e0, 26ddcc30d10, 0, 10, 2
5b, 2, ee4017e910, 1, 0
1db, ffffffffffffffff, 4269dfecd0, 4269dfecd8, 1
86, 4ac, 2a6e8545270, 0, 5c
26, 25fac7f248, 1400, 25fac7f268, 25fac7f258
4f, 1780, 10c4, 3, 196d5cef2c0
24, fffffffffffffffe, 4, 1, 866ead8
89, 21c, 0, 7ca47f7e8, 10
8c, 21c, 0, 0, 0
76, ffffffffffffffff, 7ca47f350, 7ca47f2a0, 1000
1ae, 24, 9, 7ca47f660, 4
d, fffffffffffffffe, 2c, 15b14e97888, 8
86, 24c, 15b14eb9360, 0, 8
24, fffffffffffffffe, 8, 1, 7ca47e878
d, fffffffffffffffe, 5, 7ca47e7f0, 8
21, 2ac, 1d, 7ca47e698, 4
140, 2ac, 7ca47e658, 7ca47e640, 0
140, 2ac, 7ca47e658, 7ca47e640, 0
21, 2ac, 1, 7ca47e4e0, 58
0, 7ca47e4b0, 2ac, 10001, 7fff27446738
21, 2ac, c, 7ca47e948, 4
21, 2ac, 1, 7ca47e960, 54
63, 7fff1e2ed1a0, 7ca47e970, 2ac, 1
12, 7ca47e4e0, 80000000, 7ca47e510, 15b14be0004
17, 710, 7ca47e668, 2, 7ca47e540
0, 7ca47e2a0, 2ac, 1, 7fff27446728
0, 7ca47e2a0, 2ac, 1, 7fff27446728
21, 2ac, 1, 7ca47e320, 58
d, fffffffffffffffe, 2c, 196d5f32930, 8
16f, 25f9a7f540, 2, 0, 25f9a7f5bc
1de, 25f9a7f530, 25f9a7f5d0, 220, 0
16f, 25f9a7f540, 2, 0, 25f9a7f5bc
1de, 25f9a7f530, 25f9a7f5d0, 220, 0
1e3, 20, 196d6337940, 10, 25f9a7fa58
1008, 80328, 87, 0, c
1bd, 28, 47ec87f510, 0, 47ec87f540
1bd, 28, 47ec87f460, 0, 47ec87f468
90, 2c, 18, 28, 1ed4ce30d68
1e0, 7ff68f5cbb9c, 0, 0, 2800
0, 1eb1a69d930, 7d8, 20000, 6cf4fe788
f, 7d8, 1, 1eb1a3f07e0, 4
5b, 2, 7fff1a54e620, 1, 0
5b, 2, 6cf4fe760, 1, 0
e, 30c, 0, 6cf4fe3f8, 0
5b, 2, 7fff1a54e540, 1, 0
1bd, 2c, 6cf4fe6d0, 0, 6cf4fe6d8
1bd, 2c, 6cf4fe6c0, 0, 6cf4fe6c8
20, 314, 0, 1, 1eb1a62da90
86, 704, 1eb1b5b5070, 0, 1
26, 6cf4fe518, 1000, 6cf4fe4c0, 6cf4fe4b0
19, 7d8, 1b, 1eb1b931b50, 208
136, 6cf4fe240, 1, 6cf4fe258, 68
136, 6cf4fe240, 1, 6cf4fe258, 0
21, fffffffffffffffa, 1, b7fbafe170, 58
d, fffffffffffffffe, 5, b7fbafe080, 8
d, fffffffffffffffe, 5, b7fbafe0a8, 8
1ae, 20, 9, b7fbaff908, 4
1e3, 20, 2a6e684dcc0, 10, b7fbaffa38
8c, 224, 20000, 27a004ba510, 27a7ebd9058
89, 1f0, 0, b7fbaff828, 10
8c, 1f0, 0, 0, 0
1ae, 20, 9, b7fbaff6a0, 4
d, fffffffffffffffe, 2c, 2a6e6821c68, 8
24, fffffffffffffffe, 4, 1, 2a6e75b1fc8
86, 4ac, 2a6e71ec660, 0, 5c
21, fffffffffffffffa, 1, b7fbafe1d0, 58
d, fffffffffffffffe, 5, b7fbafe0e0, 8
d, fffffffffffffffe, 5, b7fbafe108, 8
24, fffffffffffffffe, 4, 1, 2a6e75b1fc8
86, 4ac, 2a6e71ec660, 0, 5c
21, fffffffffffffffa, 1, b7fbafe170, 58
d, fffffffffffffffe, 5, b7fbafe080, 8
d, fffffffffffffffe, 5, b7fbafe0a8, 8
19, 1780, 7, 25fac7f238, 8
136, 6cf4fe240, 1, 6cf4fe258, 0
90, 74, 14, 70, 11b8fb8
f8, 0, a7af990, 0, 0
17c, 18, 1, 0, ffff0000
f8, 9d6c0e8, a7af990, 1, 0
1e3, 18, 68f3340, 10, a7afa68
f, 1780, 0, 2, 1e
1e0, 196d5753e20, 0, 1, 0
169, 47c, 6cf4fe248, 0, 0
f, 47c, 0, 6cf4fe218, 0
136, 6cf4fe240, 1, 6cf4fe258, 0
1db, ffffffffffffffff, 4269dfecd0, 4269dfecd8, 1
1e0, 7fff25c45a58, 0, 3e50c0630, 3e5afd198
70, 1fe8, 3e5afd19a, 3e5afd198, 3e5afd198
8c, 260, 410000, 13dea8bf860, 0
1004, 3e5afe8d0, 0, 0, 0
19, 7d8, 3c, 1eb1b92ed60, 208
1ae, 20, 9, b7fbaff908, 4
8a, 178, 4b57b0f640, 2, 0
89, 178, 0, 4b57b0f450, 10
1056, 80328, 8, c0c0c, 0
24, fffffffffffffffe, 8, 1, 6cf4fe540
21, 47c, 1, 0, 0
21, 47c, 1, 1eb1b83c8c0, 1c
f, 47c, 1, 1eb1a3f07e0, 4
f, 7d8, 1, 1eb1a3f07e0, 4
d, fffffffffffffffe, 5, 6cf4fe560, 8
e, 2bc, 0, 1, 1
1ae, 20, 9, 6cf4ff5d8, 4
1e3, 20, 1eb1b979210, 10, 6cf4ff708
83, 390, 0, 12, 390
83, 158, 0, 13, 158
1ae, 18, 9, 3e53ffb68, 4
43, 42699ff3c0, 426967a201, 426967a000, 426967a000
1, 60, 42699ff7b0, 0, 42699ff760
1e3, 60, 1878a5c0770, 10, 42699ff588
8c, 178, 1000000, 0, 0
8c, 178, 20000, 1772ae23400, 1772ae26ec8
89, 160, 0, 86c3a7f848, 10
8c, 160, 0, 0, 0
1ae, 18, 9, 86c3a7f6c0, 4
86, c7c, 24ab142b680, 1, 1
0, 24ab0e678c0, fffffffffffffffb, 2000000, 86c3a7f3f0
0, 7ca47e2f0, 2ac, 10001, 7fff27446738
d, fffffffffffffffe, 5, 86c3a7f360, 8
90, 98, 5c, 8c, 187eba04bb8
8c, 390, 20000, 20dc3899260, 20dc3833108
89, 428, 0, 6cf4ff4f8, 10
8c, 428, 0, 0, 0
1ae, 20, 9, 6cf4ff370, 4
d, fffffffffffffffe, 2c, 1eb1b97b2e8, 8
1bd, 24, 3e5bff960, 0, 3e5bff990
1bd, 24, 3e5bff8b0, 0, 3e5bff8b8
90, 28, 14, 24, 13dea802558
1e3, 18, 13dea86b5f0, 10, 3e5bffa38
1e3, 20, 2a6e684dcc0, 10, b7fbaffa38
f, 710, 0, 7ca47e258, 0
12, 7ca47e4e0, 80000000, 7ca47e510, 15b14be0004
17, 710, 7ca47e668, 2, 7ca47e540
0, 7ca47e2a0, 2ac, 1, 7fff27446728
0, 7ca47e2a0, 2ac, 1, 7fff27446728
21, 2ac, 1, 7ca47e320, 58
0, 7ca47e2f0, 2ac, 10001, 7fff27446738
f, 710, 0, 7ca47e258, 0
12, 7ca47e4e0, 80000000, 7ca47e510, 15b14be0004
12, 6cf4fe698, 1, 6cf4fe6c8, 21
17, 7d8, 6cf4fe6a0, 2, 6cf4fe6f8
12, 6cf4fe6b0, 1, 6cf4fe6c8, 0
17, 47c, 6cf4fe6a0, 2, 6cf4fe6f8
17, 7d8, 6cf4fe6a0, 2, 6cf4fe6f8
f, 7d8, 0, 6cf4fe658, 0
f, 47c, 0, 6cf4fe658, 0
86, c7c, 24ab142b680, 0, 86c3a7f458
24, fffffffffffffffe, 8, 1, 86c3a7f3f8
d, fffffffffffffffe, 5, 86c3a7f3b0, 8
17, 710, 7ca47e668, 2, 7ca47e540
1e3, 60, 1878a5c0770, 10, 42699ff588
1e3, 18, 13dedcbb210, 10, 3e53ffc98
43, ce8bff410, ce89d6201, ce89d6000, ce89d6000
1, 8c, ce8bff800, 0, ce8bff7c0
0, 7ca47e2a0, 2ac, 1, 7fff27446728
0, 7ca47e2a0, 2ac, 1, 7fff27446728
21, 2ac, 1, 7ca47e320, 58
0, 7ca47e2f0, 2ac, 10001, 7fff27446738
f, 710, 0, 7ca47e258, 0
f, 2ac, 1, 15b14b907e0, 4
86, 24c, 15b14eb9360, 0, 7fff1e2ea940
24, fffffffffffffffe, 8, 1, 7ca47e528
d, fffffffffffffffe, 5, 7ca47e4a0, 8
21, 2ac, 1d, 7ca47e348, 4
140, 2ac, 7ca47e308, 7ca47e2f0, 0
140, 2ac, 7ca47e308, 7ca47e2f0, 0
21, 2ac, 1, 7ca47e190, 58
0, 7ca47e160, 2ac, 10001, 7fff27446738
21, 2ac, c, 7ca47e588, 4
21, 2ac, 1, 7ca47e5a0, 54
63, 7fff1e2ed1a0, 7ca47e5b0, 2ac, 1
f, 2ac, 1, 15b14b907e0, 4
42, 27c, 0, 7ca47e7f0, 0
8c, 21c, 410000, 15b14ec3d60, 7ca47f458
f, 2ac, 1, 15b14b907e0, 4
d, fffffffffffffffe, 2c, 7ca47f540, 8
1ae, 24, 9, 7ca47f8c8, 4
1e3, 24, 15b14e0c330, 10, 7ca47f9f8
43, be0f47f870, be0f2d2201, be0f2d2000, be0f2d2000
1, 8c, be0f47fc60, 0, be0f47fc20
1e3, 8c, 285469e1770, 10, be0f47fa38
0, 86c3a7f1a0, c78, 1, 7fff27446728
1e3, 8c, 1245e0993d0, 10, ce8bff5d8
90, 9c, 80, 98, 1245d0048b8
1e, ffffffffffffffff, ce8bff250, ce8bff258, 4000
1e, ffffffffffffffff, ce8bff250, ce8bff258, 4000
1e, ffffffffffffffff, ce8bff250, ce8bff258, 4000
1e, ffffffffffffffff, ce8bff250, ce8bff258, 4000
1e3, 8c, 1245e0993d0, 10, ce8bff5d8
43, b49abff850, b49a800201, b49a800000, b49a800000
43, b13aff7a0, b13604201, b13604000, b13604000
0, 86c3a7f170, c78, 1, 7fff27446728
0, 86c3a7f170, c78, 1, 7fff27446728
0, 86c3a7f170, c78, 1, 7fff27446728
0, 86c3a7f170, c78, 1, 7fff27446728
0, 86c3a7f170, c78, 1, 7fff27446728
0, 86c3a7f170, c78, 1, 7fff27446728
0, 86c3a7f170, c78, 1, 7fff27446728
0, 86c3a7f170, c78, 1, 7fff27446728
1, 8c, b13affb90, 0, b13affb40
1e3, 8c, 19cf200cb70, 10, b13aff968
90, 9c, 80, 98, 19cf20048e8
1e3, 8c, 19cf200cb70, 10, b13aff968
90, 9c, 80, 98, 28545c04928
43, a01cd7f5f0, a01c9cb201, a01c9cb000, a01c9cb000
1, 8c, a01cd7f9e0, 0, a01cd7f9a0
1e3, 8c, 20fc5e64ac0, 10, a01cd7f7b8
90, 9c, 80, 98, 20fc5e048b8
1e3, 8c, 20fc5e64ac0, 10, a01cd7f7b8
43, e07c1cf4b0, e07c372201, e07c372000, e07c372000
86, 704, 1eb1c070b80, 0, 0
12c2, ffffffff99010c23, 7ff68f5a39d8, 4, 47ec8ff7d0
1068, ffffffff99010c23, f00021, 47ec8ff850, 1
1006, ffffffff8b01092d, 0, 120, 8
1010, 7fff24bb1574, 0, 47ec8ff738, 0
14fb, ffffffff8b01092d, 1ed4e7f0580, 78304ae4, 1ed4d010000
43, 5f27f7f300, 5f27d59201, 5f27d59000, 5f27d59000
1, 8c, 5f27f7f6f0, 0, 5f27f7f6a0
1e3, 8c, 21f3980c7a0, 10, 5f27f7f4c8
1e, ffffffffffffffff, be0f47f6b0, be0f47f6b8, 4000
1, 98, e07c1cf8a0, 0, e07c1cf860
1e3, 98, 24bdf609160, 10, e07c1cf678
90, a8, 94, a4, 24bdf604948
1e, ffffffffffffffff, e07c1cf2f0, e07c1cf2f8, 4000
1e, ffffffffffffffff, e07c1cf2f0, e07c1cf2f8, 4000
43, 6cf1afa50, 6cf378201, 6cf378000, 6cf378000
1, 8c, 6cf1afe40, 0, 6cf1afe00
1e3, 8c, 1eb1b978040, 10, 6cf1afc18
90, 9c, 80, 98, 21f39804938
1e3, 8c, 21f3980c7a0, 10, 5f27f7f4c8
89, 37c, 0, a32616f448, 10
8c, 37c, 0, 0, 0
1ae, 24, 9, a32616f300, 4
8c, 37c, 410000, 25b4acc4b60, 0
1ae, 24, 9, a32616f528, 4
1e3, 24, 25b4ac0f930, 10, a32616f658
e, 4c, 0, 0, 0
8a, 6dc, 196d5fc7a70, 3, 25f9b7eac0
61, 230, 0, 1, 1
4, 21c, 0, c416bff5c8, 0
4, 2ac, 0, c416bff5c8, 0
4, 230, 0, c416bff5c8, 0
4, 1320, 0, c416bff5c8, 0
124d, c416bff570, c0003280, 1c5a4484500, 0
4, 2b0, 0, c416bff588, 0
70, 1d30, 47ec87f452, 0, 47ec87f450
1e3, 1c, 1ed4ce3a000, 10, 47ec87f5e8
e, 1ac, 0, 47ec8ff838, 0
4, 1a8, 0, 0, 0
3e, 1ac, 0, 47ec8ff928, 0
34, 0, 47ec8ff9e0, 47ec8ff998, 0
8c, 6dc, 0, 196d5fc7a70, 25f9b7ead0
21, 1780, 1, 0, 0
21, 1780, 1, 196d5d49c40, 2c
36, 86, 25f9b7f3b0, 20, 0
1d0, 7fff273aef34, 0, b13dff238, 0
43, b13dff670, 1, b13dff318, 0
1e, ffffffffffffffff, e07c1cf2f0, e07c1cf2f8, 4000
1e, ffffffffffffffff, e07c1cf2f0, e07c1cf2f8, 4000
30, ffffffffffffffff, 2, 200, b13dff908
42, 3fc, 4, b13dff910, 0
90, 9c, 80, 98, 1eb1a604948
1e, ffffffffffffffff, 6cf1af820, 6cf1af828, 4000
1e, ffffffffffffffff, 6cf1af820, 6cf1af828, 4000
1e, ffffffffffffffff, 6cf1af890, 6cf1af898, 4000
1e, ffffffffffffffff, 6cf1af820, 6cf1af828, 4000
d, fffffffffffffffe, 5, b13dff900, 8
f, 3c4, 0, b13dff8c8, 0
f, 3fc, 0, b13dff8c8, 0
1e, ffffffffffffffff, 6cf1af820, 6cf1af828, 4000
1e, ffffffffffffffff, 6cf1af820, 6cf1af828, 4000
1e, ffffffffffffffff, 6cf1af890, 6cf1af898, 4000
1e, ffffffffffffffff, 6cf1af820, 6cf1af828, 4000
1e, ffffffffffffffff, 6cf1af890, 6cf1af898, 4000
1e, ffffffffffffffff, 6cf1af890, 6cf1af898, 4000
1e, ffffffffffffffff, 6cf1af890, 6cf1af898, 4000
1e, ffffffffffffffff, 6cf1af890, 6cf1af898, 4000
1e3, 8c, 1eb1b978040, 10, 6cf1afc18
1bd, 2c, 9ab3cffae0, 0, 9ab3cffb10
90, 30, 1c, 2c, 1d867402558
5e, 1f0, 300, 78, 9ab3cff838
1d3, c, 0, 0, 9ab3cff880
5e, 2d8, 300, 78, 9ab3cfded8
0, 86c3a7f170, c78, 1, 7fff27446728
129, 25f9b7ecd8, 2000000, 25f9b7ed18, 0
1bd, 24, 8eee2ff610, 0, 8eee2ff640
1bd, 24, 8eee2ff560, 0, 8eee2ff568
90, 28, 14, 24, 19281690d68
1e3, 18, 19283683f90, 10, 8eee2ff6e8
a, 654, 1, 0, 4
24, fffffffffffffffe, 20, 0, b13dff9e8
1e0, 7ff745055220, 425fcffb70, 1, 0
7, 208, 0, 0, 0
4, 208, 0, 0, 0
4, 654, 0, e8a917f898, 83
89, 1778, 0, 25f9c7f190, 10
f, 1778, 1778, 196d4c3ce58, 0
1e3, 98, 24bdf609160, 10, e07c1cf678
17c, 18, 100010005, 10005, 1
89, 1e0, 0, 3b5d17f928, 10
8c, 1e0, 0, 0, 0
1ae, 18, 9, 3b5d17f7a0, 4
d, fffffffffffffffe, 2c, 21ac46d8168, 8
1bd, 24, 3b5d17e8c0, 0, 3b5d17e8c8
86, 4ec, 21ac5284ae0, 0, 0
26, 3b5d17ea58, 400, 3b5d17ea00, 3b5d17e9f0
19, 51c, 1b, 21ac4880e50, 218
d, fffffffffffffffe, 5, 3b5d17ea20, 8
f, 51c, 10, 8, 2
1ae, 18, 9, 3b5d17fa08, 4
1ae, 20, 9, 25f9c7f120, 4
24, fffffffffffffffe, 8, 1, 9ab3cff7e0
6, 560, 754, 0, 252302f8490
8c, 1e0, 450000, 21ac51db650, 0
1ae, 18, 9, 3b5d07f9b8, 4
1e3, 18, 21ac46b9fb0, 10, 3b5d07fae8
1e3, 18, 21ac46b9fb0, 10, 3b5d07fae8
e, 40, 0, 0, 7fff27494ef8
1d0, 7fff273aef34, 0, 3b5cdff3a8, 0
43, 3b5cdff7e0, 1, 3b5cdff488, 0
1, 18, 3b5cdffbd0, 0, 3b5cdffb80
1e3, 18, 21ac46b9c10, 10, 3b5cdff9a8
76, ffffffffffffffff, 4269b7dc20, 4269b7db70, 1000
76, ffffffffffffffff, 4269b7dbe0, 4269b7db30, 1000
1ae, 20, 9, 25f9c7f3f8, 4
24, fffffffffffffffe, c, 1, 7d2fe7eec8
d, fffffffffffffffe, 5, 7d2fe7eec0, 8
7f, 17c, 0, 7d2fe7f050, 20000
d, fffffffffffffffe, 5, 7d2fe7ee80, 8
24, fffffffffffffffe, e, 1, 7d2fe7edb8
24, fffffffffffffffe, e, 7d2fe7ec01, 7d2fe7ece0
83, 17c, 0, 14, 17c
16, a8, 7, 7d2fe7f728, 4
129, 7d2fe7f780, 1, 7d2fe7f7e0, 0
17, 5f8, 7d2fe7faf8, 2, 7d2fe7f820
17, 5f8, 7d2fe7faf8, 2, 7d2fe7f820
f, 5f8, 1, 1d04e2907e0, 0
8c, 704, 20000, 1d04e45d160, 1d0512314b8
48, 3b5cdff7a8, 1f0003, 0, 0
3c, ffffffffffffffff, fffffffffffffffe, ffffffffffffffff, 21ac476fe68
89, 1e0, 0, 3b5cdff798, 10
8c, 1e0, 0, 0, 0
77, 21ac3a7bd80, 1e0, 0, 0
1e3, 18, 21ac46b9c10, 10, 3b5cdff9a8
89, 104, 0, be0f9ff588, 10
8c, 104, 0, 0, 0
6, 560, 24c, 0, 252302f8378
6, 560, 74c, 0, 252302f8f20
6, 560, 6f4, 0, 252302f9038
6, 560, 70c, 0, 252302f9150
6, 560, 6f8, 0, 252302f86a0
6, 560, 6fc, 0, 252302f87b8
89, fbc, 0, be0f9ff400, 10
f, fbc, fbc, 28545c217c8, 0
1ae, 20, 9, be0f9ff390, 4
1ae, 20, 9, be0f9ff6c8, 4
1e3, 20, 285469e0210, 10, be0f9ff7f8
17c, 20, 200010005, 10005, 2
89, 1458, 0, be0f9ff530, 10
8c, 1458, 0, 0, 0
89, 104, 0, be0f9ff588, 10
8c, 104, 0, 0, 0
89, 16bc, 0, be0f9ff400, 10
f, 16bc, 16bc, 28545c217c8, 0
1ae, 20, 9, be0f9ff390, 4
f, 1030, 1, 28545ac07e0, 4
f, 1774, 1, 28545ac07e0, 4
83, 1700, 0, 10, 1700
1ae, 20, 9, be0f9ff6c8, 4
89, 1700, 0, be0f9ff4d0, 10
8c, 1700, 0, 0, 0
89, 104, 0, be0f9ff588, 10
8c, 104, 0, 0, 0
89, 16a8, 0, be0f9ff400, 10
d, fffffffffffffffe, 2c, 3b5d17faf0, 8
89, 1e0, 0, 3b5d17f8c8, 10
8c, 1e0, 0, 0, 0
1ae, 18, 9, 3b5d17f740, 4
d, fffffffffffffffe, 2c, 21ac46d8168, 8
1bd, 24, 3b5d17e730, 0, 3b5d17e738
86, 4ec, 21ac5288f20, 0, 0
26, 3b5d17e9f8, 400, 3b5d17e9a0, 3b5d17e990
25, fffffffffffffffe, 17, c416bff6b0, 10
6, 560, 718, 0, 252302f88d0
8c, b38, 20000, 1f8198e1270, 1f824e1f848
89, 37c, 0, a32616f448, 10
1157, c416bff450, c416bff5f0, c416bff5e8, 0
1157, c416bff380, c416bff498, 7ffe7000, 83
1115, 4, c416bff400, 1c59c653130, ffffffff
1128, 4, c416bff420, c416bff428, 0
17d, 26c, c416bfeee0, 1, c416bfeed0
5b, 1, 1c59c641140, 1, 0
17d, 26c, c416bfeee0, 1, c416bfeed0
25, fffffffffffffffe, 17, c416bff420, 10
112c, c416bff370, c416bff364, c416bff368, 0
f, 16a8, 16a8, 28545c217c8, 0
25, fffffffffffffffe, 0, 259b5ff790, 30
d, fffffffffffffffe, 3, 259b5ff7d8, 4
76, ffffffffffffffff, 4269b7dcb0, 4269b7dc00, 1000
89, 3858, 0, 568ed60, 10
8c, 3858, 20000, 1bf8f900, 120d148
89, 1e0, 0, 3b5cdff798, 10
8c, 1e0, 0, 0, 0
1ae, 18, 9, 3b5cdff650, 4
8c, 1e0, 410000, 21ac528a030, 0
8c, 3858, 20000, 1bf8f900, 120d148
89, 1e0, 0, 3b5d07f8d8, 10
8c, 1e0, 0, 0, 0
1ae, 18, 9, 3b5d07f750, 4
19, 51c, 1b, 21ac4880e50, 218
1ae, 20, 9, be0f8ff808, 4
d, fffffffffffffffe, 2c, be0f8ff8f0, 8
89, 1700, 0, be0f8ff610, 10
8c, 1700, 0, 0, 0
1e3, 20, 285469df3d0, 10, be0f8ff938
1e3, 20, 285469df3d0, 10, be0f8ff938
d, fffffffffffffffe, 5, 3b5d17e9c0, 8
f, 51c, 10, 8, 2
1ae, 18, 9, 3b5d17fa08, 4
1e3, 18, 21ac46bae30, 10, 3b5d17fb38
83, 17c, 0, 15, 17c
19, ffffffffffffffff, 4, 7d2fe7fa50, 20
137, 7d2fe7faa8, 100010, 7d2fe7fa50, 7d2fe7fa40
8c, 440, 20000, 1d04e45d160, 1d04e441c98
145d, 1cff, 10, 1ffff, 14
145d, 1cff, 9, 1ffff, c
8c, 5d8, 0, 0, 0
145d, 1cff, 5e070fecc8, 5e070fec01, 4
90, 5a0, 780, 5d8, 253ab14c520
13e9, 5e070fea58, 7fff21b04ab0, 5e070fe908, 0
70, 361c, 5e06c7f1da, 5e06c7f1d8, 5e06c7f1d8
5, 5e070ff0e0, 18, 0, 0
1001, 5e070ff2b8, 0, 0, 0
145d, 8, 253a8859e70, 5e070ff198, 0
145c, 1cff, 253a96a40f0, 5e070ff2f8, 0
145d, 1cff, 0, 5e070ff1e8, 0
12dd, ffffffff89120c08, 4, c416bff0e0, c416bff148
d, fffffffffffffffe, 2c, 21ac46d7c28, 8
13e9, 5e070ff068, 7fff21b04ab0, 5e070ff1b8, 0
1bd, 24, 3b5d07e870, 0, 3b5d07e878
86, 200, 21ac5285bf0, 0, 0
26, 3b5d07ea08, 400, 3b5d07e9b0, 3b5d07e9a0
19, 520, 1b, 21ac48814b0, 218
d, fffffffffffffffe, 5, 3b5d07e9d0, 8
8c, 37c, 0, 0, 0
14c2, 0, 253a887d2f0, ffffffff, 1cff
89, 160, 0, 86c36ff888, 10
8c, 160, 0, 0, 0
1ae, 18, 9, 86c36ff700, 4
24, fffffffffffffffe, 8, 1, 6cf4fe770
89, 264, 0, b5a89ff6d8, 10
8c, 264, 0, 0, 0
89, 9ac, 0, b5a89ff550, 10
f, 9ac, 9ac, 231ae83bbd8, 0
1e3, 24, 231af68a930, 10, b5a89ff8e8
48, ef846ff688, 1f0003, 0, 0
3c, ffffffffffffffff, fffffffffffffffe, ffffffffffffffff, 211bcf1e6a8
89, 184, 0, ef846ff678, 10
8c, 184, 0, 0, 0
89, 410, 0, ef846ff4f0, 10
103b, ffffffffad040cea, 0, 0, 0
103b, ffffffffad040cea, 30, 1c5a6416d50, 0
1020, ffffffffad040cea, c41699c000, 0, 1c59caf0000
112e, c416bff400, c416bff3f0, c416bff3f4, 0
d, fffffffffffffffe, 5, 6cf4fe710, 8
0, 1eb1a69d930, 47c, 20000, 6cf4fe788
f, 47c, 1, 1eb1a3f07e0, 4
5b, 2, 7fff1a54e620, 1, 0
5b, 2, 6cf4fe760, 1, 0
e, 30c, 0, 6cf4fe3f8, 0
5b, 2, 7fff1a54e540, 1, 0
1bd, 2c, 6cf4fe6d0, 0, 6cf4fe6d8
1bd, 2c, 6cf4fe6c0, 0, 6cf4fe6c8
20, 314, 0, 1, 1eb1a62da90
86, 704, 1eb1c070b80, 0, 1
26, 6cf4fe518, 1000, 6cf4fe4c0, 6cf4fe4b0
19, 47c, 1b, 1eb1b9309d0, 208
25, fffffffffffffffe, 17, c416bff420, 10
f, 520, 10, 8, 2
d, fffffffffffffffe, 2c, 24ab11eabc8, 8
1ae, 18, 9, 86c36ff968, 4
1e3, 18, 24ab10fd050, 10, 86c36ffa98
11ea, c416bfe938, 1c5a443ba10, 7fff21fb89b0, c416bfe798
136, 6cf4fe240, 1, 6cf4fe258, 68
7, 10e8, 0, 0, 0
f, 410, 410, 211bc6304e8, 0
1bd, 24, 88c1fff3d0, 0, 88c1fff3d8
1ae, 18, 9, 3b5d07f9b8, 4
1bd, 28, 47ec87f510, 0, 47ec87f540
1bd, 28, 47ec87f460, 0, 47ec87f468
90, 2c, 18, 28, 1ed4ce30d68
1e3, 1c, 1ed4ce3a000, 10, 47ec87f5e8
1bd, 24, a7af990, 0, a7af9c0
